../../bgmaps/AR0082SR.map
(28,38) (30,41) (27,29) 19 11440 1644371 9765999
(31,42) (26,37) (26,40) 17 6500 872638 5355367
(32,42) (28,35) (29,32) 17 6610 880450 5148307
(27,30) (35,42) (19,28) 21 8230 1061406 6426679
(26,40) (23,35) (22,27) 25 17870 2412007 15169301
(20,29) (30,35) (24,36) 23 9700 1447013 8102326
(29,33) (33,40) (34,41) 39 59630 6612509 57431686
(29,32) (22,29) (27,42) 19 7690 1188818 6332413
(32,34) (27,29) (27,42) 13 3370 369975 2713838
(22,29) (32,39) (24,26) 19 7690 1028924 6660238
(24,26) (31,36) (30,32) 25 16990 2204918 15118388
(31,38) (30,30) (21,32) 27 23850 3066340 20460544
(27,25) (17,29) (28,28) 9 1850 51497 1546807
(23,36) (24,25) (26,37) 13 3310 326070 2667877
(22,27) (30,36) (28,30) 21 12050 1635019 10493186
(33,43) (20,28) (34,41) 3 1800 31777 1465956
(32,32) (30,38) (23,37) 27 22600 3175610 20276097
(25,26) (31,38) (26,23) 21 10540 1321315 9616037
(26,41) (30,42) (33,41) 35 35140 4269262 32743505
(32,33) (24,26) (26,28) 31 30310 3879739 27105402
(31,36) (23,36) (20,27) 23 11600 1696155 9296687
(24,25) (20,31) (29,34) 15 3800 414458 3066158
(33,38) (27,39) (18,27) 15 3400 335806 2606799
(28,41) (26,24) (20,28) 37 50590 5666415 45992208
(33,43) (33,40) (29,34) 7 1930 55464 1555001
(19,31) (21,33) (24,24) 13 2790 226481 2297717
(29,32) (33,39) (26,41) 31 30630 3864477 28559743
(25,24) (28,35) (31,32) 27 17080 2237759 16516685
(20,28) (24,36) (28,36) 27 19680 2874326 19511389
(29,36) (18,30) (28,39) 21 10670 1464853 8693968
(32,42) (22,34) (20,29) 27 17650 2429625 16283360
(30,41) (30,31) (27,39) 15 3620 578960 3578546
(20,32) (24,25) (27,36) 15 3900 618882 4054167
(20,32) (19,27) (27,30) 25 13250 2243403 14917091
(27,28) (24,24) (32,37) 13 2590 323833 2768108
(28,37) (23,34) (26,28) 27 27970 4404123 32244864
(25,24) (34,42) (27,29) 19 3790 545731 4184950
(32,37) (19,28) (20,33) 31 25170 4178142 29250810
(21,27) (24,27) (19,32) 11 1880 173292 2018090
(32,39) (24,27) (34,42) 23 12230 1982630 13624325
(25,24) (26,38) (25,39) 29 13830 2364249 16232574
(25,40) (30,31) (22,33) 25 13800 2406274 15324035
(33,42) (33,42) (22,31) 0 0 0 0
(21,34) (25,28) (33,40) 19 5940 1074601 6182241
(34,43) (23,33) (29,41) 11 1770 112287 1724614
(27,36) (31,32) (20,32) 23 14850 2440080 14620416
(22,30) (25,25) (28,40) 15 4580 560573 3849615
(22,35) (34,43) (24,25) 21 7260 1094027 6006343
(20,31) (22,31) (30,41) 9 2280 151729 1957545
(29,36) (22,29) (23,35) 25 23200 3266150 21204417
(27,40) (18,27) (30,42) 23 9280 1417079 9271571
(22,36) (32,43) (27,26) 21 6870 1041321 5833102
(33,42) (29,28) (23,28) 31 20570 3026306 19287265
(27,37) (30,38) (31,40) 33 59960 6962986 59345331
(24,36) (27,40) (26,25) 15 4200 542689 3498941
(33,38) (25,25) (29,38) 11 2270 173015 1924308
(31,33) (30,31) (25,26) 25 19030 2719258 17619214
(25,27) (34,35) (18,30) 17 4190 523309 3719378
(28,39) (24,25) (22,34) 27 22140 3081327 20830486
(31,35) (35,41) (27,29) 23 17450 2475159 16455003
(23,27) (21,33) (19,32) 27 18810 2556467 18232031
(20,32) (34,43) (21,30) 17 3980 489458 3427799
(26,29) (31,42) (26,39) 31 26250 3668312 26071469
(27,27) (27,37) (31,41) 33 37280 4893326 37872709
(32,32) (29,28) (31,34) 3 1650 31129 1463949
(22,30) (34,40) (30,38) 37 62740 7526524 64509851
(32,33) (25,39) (22,33) 21 10940 1711433 9532877
(35,41) (28,30) (24,38) 21 7260 1086795 6003781
(22,31) (23,37) (28,30) 19 7810 1201591 6677349
(29,41) (26,26) (27,41) 15 3690 426998 3032881
(22,30) (20,29) (24,36) 3 1660 31366 1464353
(24,37) (31,37) (31,35) 31 39250 5287636 39306877
(24,38) (23,29) (19,31) 33 40710 5164707 39131832
(23,33) (32,38) (34,41) 37 63200 6917874 58636937
(20,31) (24,26) (20,27) 35 38740 4474942 34142889
(22,32) (29,29) (22,28) 25 19530 2592213 16639105
(17,29) (20,27) (28,39) 5 1840 38161 1495607
(22,27) (31,43) (20,30) 21 7500 931758 6515475
(30,36) (32,40) (35,41) 39 70570 7108695 65068530
(27,26) (23,29) (32,34) 11 2640 166766 2048100
(24,27) (24,34) (32,32) 19 6490 737182 5033711
(30,35) (33,34) (22,30) 15 5620 664620 4103590
(33,43) (19,28) (29,30) 27 13730 1809435 10631462
(21,31) (26,27) (26,37) 17 7100 1015246 5982277
(30,30) (30,40) (21,32) 19 6540 1111800 6399054
(32,34) (30,32) (30,39) 7 1650 90090 1679814
(31,37) (28,41) (31,32) 13 3520 416239 2933948
(18,30) (24,38) (26,28) 17 5080 622501 4425241
(30,33) (30,31) (23,29) 25 22090 3027631 19745221
(32,43) (31,39) (25,25) 9 2000 93773 1662626
(32,32) (32,37) (33,39) 35 52470 6168231 51806388
(33,41) (25,25) (23,33) 29 25380 3216305 22837437
(28,40) (19,28) (33,33) 21 7480 1001506 6045477
(23,33) (19,29) (32,39) 15 4300 511748 3395187
(34,41) (24,38) (23,37) 21 8850 1218434 7154483
(26,37) (27,38) (19,31) 1 1690 30625 1462250
(33,43) (27,28) (23,27) 31 21650 2965946 19155085
(28,31) (29,30) (25,24) 1 1690 30625 1462250
(27,38) (33,35) (31,43) 31 37160 4455697 34892742
(31,32) (27,39) (28,40) 31 34200 4480033 33195348
(30,30) (22,36) (18,27) 23 10940 1578577 9171840
(29,39) (22,29) (27,29) 29 26340 3578286 23700600
(30,32) (32,40) (30,39) 37 62900 7234071 61551047
(28,42) (29,39) (28,30) 5 1760 39017 1488259
(29,39) (22,26) (28,36) 15 4030 479176 3233739
(27,30) (18,30) (23,28) 35 46210 5603736 44654057
(30,42) (30,30) (27,25) 27 14980 2169119 13295895
(26,41) (26,41) (19,26) 0 0 0 0
(17,29) (32,33) (24,38) 23 5750 804900 4859770
(23,37) (25,40) (26,25) 15 3640 400663 3003990
(27,28) (21,32) (30,39) 19 7730 1117872 6807130
(27,25) (29,31) (32,35) 23 11230 1532364 10565327
(27,38) (19,32) (30,36) 15 3640 411808 3013675
(29,28) (31,38) (32,33) 29 24480 3307203 23359599
(29,41) (24,36) (28,37) 13 3310 337191 2637257
(24,26) (26,37) (27,41) 29 22900 3098816 22018960
(18,30) (30,33) (28,31) 23 11640 1665227 10576404
(17,29) (29,31) (29,31) 25 12990 1796761 12072478
(22,28) (30,37) (26,24) 19 7890 1092144 7036750
(27,36) (32,41) (31,41) 37 50530 5893484 49659780
(22,34) (30,40) (29,28) 23 13740 2169801 11996217
(20,29) (27,36) (19,31) 13 3720 382679 3222916
(30,39) (33,43) (27,26) 23 13810 1873941 12357531
(34,42) (28,31) (32,34) 19 7180 1046630 5815298
(25,28) (30,34) (28,39) 27 24180 3274362 23171723
(31,32) (24,38) (33,39) 29 28690 3909997 28014952
(20,30) (34,35) (20,27) 19 6860 860851 6019679
(33,39) (32,37) (28,27) 13 2820 254963 2253073
(28,30) (24,25) (26,23) 37 42540 5162917 41467531
(29,35) (22,29) (23,25) 35 52340 6676336 55971993
(30,42) (25,38) (24,37) 19 5930 988599 5794553
(30,39) (30,30) (31,39) 1 1440 30625 1462250
(33,41) (26,39) (32,34) 15 3490 510710 3364767
(33,37) (34,42) (19,28) 21 6460 1028149 6746440
(18,27) (25,39) (24,37) 27 13110 2182122 14203862
(27,41) (27,25) (25,24) 37 26930 4396511 30759121
(29,31) (24,27) (34,41) 15 3270 450818 3160010
(30,34) (29,32) (20,33) 25 16550 2795167 17704155
(20,28) (23,35) (23,26) 11 2230 215268 2247325
(31,35) (20,29) (18,28) 37 51090 6745741 57176025
(28,31) (17,29) (28,36) 19 5350 955872 5463520
(31,38) (24,34) (22,29) 29 34370 5184808 40073267
(28,39) (24,34) (30,35) 17 6910 1212347 6948671
(21,28) (26,26) (33,34) 21 8570 1404377 9486101
(28,27) (20,29) (24,25) 35 31830 4831216 37453113
(23,36) (28,41) (26,37) 29 27820 4403260 31893920
(22,36) (25,27) (29,39) 17 4230 651517 4078412
(30,32) (33,33) (26,25) 9 1680 101250 1717618
(21,30) (26,26) (31,36) 19 6570 1123255 6812808
(21,33) (32,40) (31,33) 27 16600 2850296 17266088
(31,32) (26,29) (22,29) 31 36650 5114229 39794525
(30,38) (21,27) (26,37) 17 4280 677228 4265672
(23,37) (33,43) (34,43) 41 52700 6046904 50598236
(34,41) (18,30) (32,44) 25 11660 1502533 10206495
(33,34) (30,34) (25,37) 7 1530 57520 1559527
(29,37) (26,28) (27,26) 31 27280 3891611 26804404
(27,39) (31,38) (31,43) 35 51360 6135368 51215028
(24,27) (32,37) (24,34) 23 15160 2059596 13558065
(27,35) (19,27) (23,26) 37 42610 5557775 46514709
(19,31) (27,29) (30,33) 21 8500 1484194 9105176
(24,26) (31,40) (30,42) 35 23650 3800577 27340031
(30,37) (29,29) (20,29) 29 25480 3740076 25358961
(34,42) (28,39) (26,28) 13 2970 275526 2299310
(27,40) (24,37) (29,31) 21 11120 1522874 9008680
(34,42) (21,32) (20,32) 31 29610 3601446 26356797
(21,34) (23,26) (25,26) 35 39320 4742490 35557851
(21,29) (18,30) (29,35) 17 5990 687222 4869068
(23,37) (29,35) (19,30) 11 2430 142225 1926606
(21,28) (27,42) (27,28) 19 7260 921661 6157893
(24,24) (26,28) (25,39) 9 1940 61213 1583813
(26,38) (30,35) (28,31) 21 15610 2207713 12892573
(25,37) (25,28) (28,41) 15 5550 783053 4621737
(33,35) (20,27) (34,41) 19 4610 766865 4684133
(23,29) (31,36) (30,35) 31 29830 4483490 33476768
(28,41) (29,30) (23,37) 23 13640 1930503 11720858
(34,35) (29,37) (23,36) 9 1940 56910 1546308
(35,42) (26,41) (23,28) 17 4130 517434 3284717
(29,36) (29,37) (31,36) 1 1750 30625 1462250
(34,42) (29,37) (24,24) 13 2610 214658 2108943
(20,30) (24,27) (19,28) 35 37470 4904536 38654644
(23,26) (31,42) (18,30) 23 7760 1249104 8686286
(31,37) (22,36) (32,40) 25 18650 3103934 20952343
(33,41) (29,40) (31,43) 7 1620 76412 1644055
(30,31) (30,38) (19,32) 19 5010 893945 5141428
(32,44) (32,36) (32,33) 15 2730 341480 2661030
(21,30) (32,39) (31,34) 29 19980 3444317 23243066
(33,43) (23,29) (34,43) 1 1550 30625 1462250
(33,39) (25,40) (32,41) 15 3670 535509 3788888
(32,41) (32,33) (32,36) 15 3670 543184 3600367
(26,40) (18,29) (32,44) 25 11460 1885471 12242682
(30,41) (21,28) (33,35) 19 6050 923031 5961066
(25,28) (33,33) (27,27) 21 10100 1686462 11490438
(31,32) (24,25) (26,27) 33 26520 4225388 30541537
(32,34) (23,34) (23,26) 27 25730 3638337 25056724
(29,30) (22,33) (30,30) 1 1640 30625 1462250
(33,39) (30,39) (21,29) 9 2050 117854 1734794
(22,33) (24,34) (29,32) 17 5450 808576 4605597
(33,33) (24,34) (29,28) 27 28530 3839092 27448826
(29,35) (21,32) (24,25) 31 35720 5338149 41447823
(32,40) (27,29) (24,36) 23 13420 2257481 14570918
(31,31) (30,39) (27,25) 13 2480 282864 2497461
(32,40) (27,27) (22,29) 33 37250 4868521 38173255
(27,42) (29,38) (23,37) 7 1770 38180 1485834
(23,28) (32,36) (22,30) 15 4080 462803 3408226
(28,41) (26,24) (24,28) 35 46160 5420002 42701253
(33,41) (24,26) (33,41) 0 0 0 0
(30,40) (31,43) (32,38) 35 37260 5256490 42759715
(24,37) (33,43) (27,27) 23 10400 1891380 11028432
(32,42) (33,37) (22,29) 13 2670 310121 2499080
(26,38) (24,36) (32,32) 21 9110 1583938 9636591
(20,29) (30,31) (31,43) 25 10230 1914207 11349508
(24,36) (30,35) (32,43) 31 34880 5386296 42204763
(32,33) (28,38) (26,23) 15 3020 428512 3079750
(27,39) (33,40) (31,33) 27 24320 3901363 28599520
(28,41) (33,42) (23,35) 11 1930 165788 1911980
(28,39) (27,35) (31,39) 9 2070 197878 2010919
(29,39) (31,39) (23,37) 9 1680 107262 1699792
(27,41) (18,30) (25,37) 19 4420 696236 4493372
(26,41) (19,30) (33,38) 15 2770 371838 2722118
(26,37) (32,33) (33,38) 29 27920 4442787 32893886
(25,26) (29,37) (23,25) 13 3190 423374 3309167
(26,23) (28,30) (31,32) 13 1790 133351 1891969
(24,37) (20,27) (33,41) 19 4340 702901 4210033
(31,32) (26,24) (29,28) 31 23280 3765001 26788397
(31,40) (25,39) (29,32) 19 7830 1396694 8157204
(26,29) (23,25) (24,38) 19 6230 1080799 6502258
(33,33) (20,33) (21,34) 29 21190 3546159 24220080
(27,42) (27,27) (19,31) 31 21700 3410988 24325664
(18,27) (31,35) (27,26) 21 5700 937374 6293787
(33,34) (29,40) (22,29) 17 4180 742160 4129074
(26,26) (21,33) (21,33) 27 17530 2782633 19973634
(27,27) (29,35) (23,36) 23 8380 1517335 9137911
(30,35) (28,37) (30,41) 33 47940 7018322 59037285
(26,29) (18,28) (32,43) 23 8480 1457420 9262552
(22,33) (27,39) (25,40) 31 25580 4256945 30722375
(32,43) (21,32) (22,34) 27 15730 2519621 17643507
(28,39) (26,41) (22,34) 23 14620 2505390 16303393
(30,37) (30,38) (34,41) 1 1380 30625 1462250
(20,31) (21,28) (22,30) 5 1400 46701 1512175
(25,38) (19,29) (32,32) 23 9260 1691754 9715636
(23,34) (28,29) (33,38) 23 12720 2355530 13465125
(32,42) (18,28) (32,35) 17 3140 405382 2978936
(29,37) (31,42) (24,36) 27 28010 4255192 32716034
(26,27) (33,38) (26,26) 1 1350 30625 1462250
(24,27) (27,27) (30,31) 21 9400 1596815 10731250
(30,34) (33,34) (31,34) 1 1370 30625 1462250
(24,26) (27,42) (27,26) 19 5070 834073 5558285
(24,36) (32,40) (28,38) 35 50880 7320481 61518926
(31,43) (19,27) (32,36) 15 2460 297129 2465356
(23,26) (29,37) (34,43) 35 33870 5109718 41120790
(22,35) (25,39) (32,41) 31 21710 3639974 25236629
(29,33) (32,33) (33,41) 5 1400 42864 1502474
(29,40) (28,27) (31,39) 21 9320 1600563 10023482
(28,30) (30,42) (23,34) 23 12430 2228065 13732106
(19,31) (21,30) (35,41) 3 1330 31339 1464344
(28,38) (35,41) (25,39) 17 5370 853841 5648114
(25,39) (28,31) (27,40) 3 1390 31399 1464783
(34,41) (29,36) (26,27) 15 2970 409811 2848664
(21,27) (19,31) (29,36) 17 4740 667154 4798215
(23,33) (21,27) (27,37) 13 3130 468112 3202301
(22,33) (31,32) (24,24) 21 7720 1439637 8167478
(24,28) (19,28) (28,36) 17 4870 796930 4921232
(29,40) (31,41) (34,42) 41 50120 6918260 60465684
(28,42) (34,41) (33,39) 37 38030 5554007 46072559
(25,39) (23,28) (21,32) 31 32220 5001018 37974156
(25,39) (32,43) (27,25) 23 8340 1524694 8876171
(33,41) (29,36) (27,29) 15 3470 527882 3385661
(32,44) (32,38) (23,28) 11 1850 147928 1879328
(31,37) (27,41) (29,35) 13 3970 633483 4064779
